address,in_cluster_with_risky,max_daily_tx_count,small_transfer_count,idle_days,contract_interactions_count,time_since_last_tx,token_diversity,token_holdings_count,balance_eth,tx_count,tx_in_count,tx_out_count,avg_tx_value,max_tx_value,activity_days,label,is_mixer
0x5a307bb9490bf4bb588a6bea77e1ab622e02678d,0,2.0,1.0,1.0,0,203556431.0,0.0,2.9989605,3.0,2.0,1.0,1,2.9989605,3.0,-1.0,Dodgy,False
0x7f83403bad5dfd150c10722977274a4a2bf05870,0,4.0,3.0,1.0,0,209156573.0,0.0,9.376714475,18.75238945,2.0,3.0,1,9.37671447,18.75238945,-1.0,Dodgy,False
0x0b2f68bfc1cd9c5886d1f8f41844e11aaa8a4223,0,10.0,7.0,3.0,0,211569750.0,1.0,0.71732660084,1.50714458,6.0,7.0,3,0.7173266,1.50714458,-1.0,Dodgy,False
0xe5e71b33c6a05910a5bdb05b9fc4c826711de336,0,4.0,3.0,1.0,0,212177245.0,0.0,0.761832775,1.52323505,2.0,3.0,1,0.76183278,1.52323505,-1.0,Dodgy,False
0xd9d550823c20315d62c1cee49b93825ba31cee43,0,3.0,1.0,2.0,0,160588441.0,0.0,0.963294,1.445676,2.0,1.0,2,0.963294,1.445676,-1.0,Dodgy,False
0x920adc9a060cda345fdec2fdebad6ebf38edf83d,0,11.0,9.0,2.0,0,239838798.0,2.0,2.5980214545454547,11.789559,10.0,9.0,2,2.59802145,11.789559,-1.0,Dodgy,False
0x1135a2f00edde3e66735ca31dcd4ca817348cb24,0,0.0,0.0,0.0,0,189621259.93508056,0.0,0.0,0.0,0.0,,0,0.0,-1.0,-1.0,Dodgy,False
0x8e073326377b34d039f7b2cbb28cfccedd0b91f2,0,31.0,1.0,30.0,0,146845969.0,3.0,0.1317339569354839,2.05251572,16.0,1.0,30,0.13173396,2.05251572,-1.0,Dodgy,False
0x9ac6ee80718c0e3f3ece956cc52d02c6ec8a1dde,0,0.0,0.0,0.0,0,189621259.93508056,0.0,0.0,0.0,0.0,,0,0.0,-1.0,-1.0,Dodgy,False
0x4a7d4264291d6bee4d4ee3eb01006445e19ef366,0,0.0,0.0,0.0,0,189621259.93508056,0.0,0.0,0.0,0.0,,0,0.0,-1.0,-1.0,Dodgy,False
0x548821e41d89303810f3886f986b3e0c1f6f8858,0,102.0,54.0,48.0,2,188330695.0,0.0,1.8523493808546807,5.998659517426273,46.0,54.0,48,1.87068947,5.99865952,-1.0,Dodgy,False
